SALE TYPE,HOME TYPE,ADDRESS,CITY,STATE,ZIP,LIST PRICE,BEDS,BATHS,LOCATION,SQFT,LOT SIZE,YEAR BUILT,PARKING SPOTS,PARKING TYPE,DAYS ON MARKET,STATUS,NEXT OPEN HOUSE DATE,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,RECENT REDUCTION DATE,ORIGINAL LIST PRICE,LAST SALE DATE,LAST SALE PRICE,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,LISTING ID,ORIGINAL SOURCE,FAVORITE,INTERESTED,LATITUDE,LONGITUDE,IS SHORT SALE
Past Sale,Single Family Residential,678 Edinburgh St,San Francisco,CA,94112,549000,3,1.0,Excelsior,1487,,1955,2,Garage,,Sold,,,,,549000,2012-11-21,600000.0,http://www.redfin.com/CA/San-Francisco/678-Edinburgh-St-94112/home/1006359,San Francisco Association of Realtors (SFARMLS),401651,Financial United Realty,N,Y,37.71858,-122.434355,false
Past Sale,Single Family Residential,682 Madrid St,San Francisco,CA,94112,,6,1.0,94112,1000,,1924,,,,,,,,,,2013-02-20,610000.0,http://www.redfin.com/CA/San-Francisco/682-Madrid-St-94112/home/1472033,,,,N,Y,37.718905,-122.435201,
Past Sale,Single Family Residential,956 Cayuga Ave,San Francisco,CA,94112,,,1.0,94112,925,,1925,,,,,,,,,,2012-12-05,446500.0,http://www.redfin.com/CA/San-Francisco/956-Cayuga-Ave-94112/home/1680939,,,,N,Y,37.722767,-122.439638,
Past Sale,Single Family Residential,245 Persia St,San Francisco,CA,94110,578000,3,1.0,Excelsior,1725,,1949,2,Garage,,Sold,,,,,578000,2013-01-04,632000.0,http://www.redfin.com/CA/San-Francisco/245-Persia-Ave-94112/home/1591812,San Francisco Association of Realtors (SFARMLS),401751,"Logic Investments, Inc.",N,Y,37.722221,-122.433782,false
Past Sale,Single Family Residential,1356 Alemany Blvd,San Francisco,CA,94112,,1,1.0,94112,1080,,1938,,,,,,,,,,2013-08-30,509500.0,http://www.redfin.com/CA/San-Francisco/1356-Alemany-Blvd-94112/home/1354540,,,,N,Y,37.729983,-122.43348,
Past Sale,Single Family Residential,282 Lisbon St,San Francisco,CA,94112,499000,5,2.0,Excelsior,1921,,1902,1,,,Sold,,,,,499000,2013-05-02,605000.0,http://www.redfin.com/CA/San-Francisco/282-Lisbon-St-94112/home/1680114,San Francisco Association of Realtors (SFARMLS),407031,"Corterra Real Estate, Inc.",N,Y,37.723879,-122.432424,false
Past Sale,Single Family Residential,253 Paris St,San Francisco,CA,94112,459000,3,1.0,Excelsior,1000,2500,1900,1,,,Sold,,,,,459000,2014-01-28,460000.0,http://www.redfin.com/CA/San-Francisco/253-Paris-St-94112/home/1929090,San Francisco Association of Realtors (SFARMLS),413561,"Land & Property Investment, Inc.",N,Y,37.724562,-122.432412,false
Past Sale,Single Family Residential,34 Francis St,San Francisco,CA,94112,,2,1.0,94112,900,,1904,,,,,,,,,,2013-10-04,605000.0,http://www.redfin.com/CA/San-Francisco/34-Francis-St-94112/home/1664128,,,,N,Y,37.72716,-122.434049,
Past Sale,Single Family Residential,547 London St,San Francisco,CA,94112,,2,1.0,94112,1675,,1925,,,,,,,,,,2013-02-07,575500.0,http://www.redfin.com/CA/San-Francisco/547-London-St-94112/home/957407,,,,N,Y,37.720337,-122.436697,
Past Sale,Single Family Residential,379 Lisbon St,San Francisco,CA,94112,585000,5,3.0,Excelsior,1763,,1910,1,Garage,,Sold,,,,2012-07-10,725000,2012-10-22,620000.0,http://www.redfin.com/CA/San-Francisco/379-Lisbon-St-94112/home/1807658,San Francisco Association of Realtors (SFARMLS),394726,,N,Y,37.722215,-122.4331,true
Past Sale,Single Family Residential,154 Madrid St,San Francisco,CA,94112,509000,2,1.0,Excelsior,1350,,1925,1,Garage,,Sold,,,,,509000,2013-03-19,590000.0,http://www.redfin.com/CA/San-Francisco/154-Madrid-St-94112/home/1981573,San Francisco Association of Realtors (SFARMLS),401822,Coldwell Banker Res. R.E. Svcs,N,Y,37.727091,-122.429012,false
Past Sale,Single Family Residential,279 Vienna St,San Francisco,CA,94112,,,1.0,94112,625,,1910,,,,,,,,,,2014-01-07,330000.0,http://www.redfin.com/CA/San-Francisco/279-Vienna-St-94112/home/1646907,,,,N,Y,37.723795,-122.427545,
Past Sale,Single Family Residential,139 Madrid St,San Francisco,CA,94112,525000,2,2.5,Excelsior,,2495,1939,1,,,Sold,,,,,525000,2014-01-27,575000.0,http://www.redfin.com/CA/San-Francisco/139-Madrid-St-94112/home/1829111,San Francisco Association of Realtors (SFARMLS),415731,Coldwell Banker Res. R.E. Svc.,N,Y,37.727087,-122.428332,false
Past Sale,Single Family Residential,555 Naples St,San Francisco,CA,94112,675000,4,2.5,Excelsior,2159,,1904,2,Garage,,Sold,,,,,675000,2013-07-31,675000.0,http://www.redfin.com/CA/San-Francisco/555-Naples-St-94112/home/1981610,San Francisco Association of Realtors (SFARMLS),408676,Prudential California Realty,N,Y,37.71987,-122.431609,false
Past Sale,Single Family Residential,522 Naples St,San Francisco,CA,94112,550000,3,1.0,Excelsior,1200,,1904,2,Garage,,Sold,,,,,550000,2013-07-19,650000.0,http://www.redfin.com/CA/San-Francisco/522-Naples-St-94112/home/777255,San Francisco Association of Realtors (SFARMLS),409048,"Frank Howard Allen, REALTORS®",N,Y,37.720582,-122.431755,false
Past Sale,Single Family Residential,246 Prague St,San Francisco,CA,94112,678000,3,1.0,Excelsior,,,1927,1,Garage,,Sold,,,,,678000,2014-07-25,685000.0,http://www.redfin.com/CA/San-Francisco/246-Prague-St-94112/home/1397278,San Francisco Association of Realtors (SFARMLS),422280,Vanguard Properties,N,Y,37.718307,-122.428014,false
Past Sale,Single Family Residential,100 Cotter St,San Francisco,CA,94112,668000,4,2.0,Mission Terrace,1709,,1952,2,Garage,,Sold,,,,,668000,2012-12-06,688000.0,http://www.redfin.com/CA/San-Francisco/100-Cotter-St-94112/home/1912694,San Francisco Association of Realtors (SFARMLS),402100,Brokers Connection Incorporated,N,Y,37.728396,-122.435155,false
Past Sale,Single Family Residential,32 Gorham St,San Francisco,CA,94112,585000,2,1.0,Mission Terrace,,,1940,1,Garage,,Sold,,,,,585000,2013-11-22,718000.0,http://www.redfin.com/CA/San-Francisco/32-Gorham-St-94112/home/1397973,San Francisco Association of Realtors (SFARMLS),414008,Zephyr Real Estate,N,Y,37.730769,-122.43446,false
Past Sale,Single Family Residential,139 Ney St,San Francisco,CA,94112,,,1.0,94112,1200,,1947,,,,,,,,,,2012-12-21,525000.0,http://www.redfin.com/CA/San-Francisco/139-Ney-St-94112/home/1759965,,,,N,Y,37.730287,-122.427439,
Past Sale,Single Family Residential,138 Maynard St,San Francisco,CA,94112,,,1.0,94112,1389,,1948,,,,,,,,,,2013-11-05,560000.0,http://www.redfin.com/CA/San-Francisco/138-Maynard-St-94112/home/1934221,,,,N,Y,37.729112,-122.427345,
Past Sale,Single Family Residential,243 Prague,San Francisco,CA,94112,699000,3,1.0,Excelsior,1350,,1946,1,,,Sold,,,,,699000,2013-07-26,705000.0,http://www.redfin.com/CA/San-Francisco/243-Prague-St-94112/home/1302073,San Francisco Association of Realtors (SFARMLS),409662,Vanguard Properties,N,Y,37.718133,-122.427459,false
Past Sale,Single Family Residential,155 Prague St,San Francisco,CA,94112,549000,4,3.0,Excelsior,1456,,1910,1,,,Sold,,,,,549000,2012-11-15,580000.0,http://www.redfin.com/CA/San-Francisco/155-Prague-St-94112/home/778949,San Francisco Association of Realtors (SFARMLS),397812,,N,Y,37.719536,-122.4264,false
Past Sale,Single Family Residential,175 Maynard St,San Francisco,CA,94112,559000,2,1.0,Excelsior,800,,1924,1,,,Sold,,,,,559000,2013-05-02,585000.0,http://www.redfin.com/CA/San-Francisco/175-Maynard-St-94112/home/1842469,San Francisco Association of Realtors (SFARMLS),405354,Century 21 Baldini Realty,N,Y,37.72959,-122.426603,false
Past Sale,Single Family Residential,47 Edinburgh St,San Francisco,CA,94112,568000,3,2.0,Excelsior,1538,,1925,1,Garage,,Sold,,,,2013-08-06,588000,2013-08-30,580000.0,http://www.redfin.com/CA/San-Francisco/47-Edinburgh-St-94112/home/1655350,San Francisco Association of Realtors (SFARMLS),410753,Coldwell Banker Res. R.E. Svcs,N,Y,37.727789,-122.426705,false
Past Sale,Single Family Residential,418 Persia,San Francisco,CA,94112,420000,3,1.0,Excelsior,1750,,1912,1,,,Sold,,,,,420000,2013-06-06,425899.0,http://www.redfin.com/CA/San-Francisco/418-Persia-Ave-94112/home/957239,San Francisco Association of Realtors (SFARMLS),406790,BHG Mason-McDuffie Real Estate,N,Y,37.721257,-122.432586,false
Past Sale,Single Family Residential,400 persia Ave,San Francisco,CA,94112,620000,2,1.0,Excelsior,1450,2500,1935,1,Garage,,Sold,,,,,620000,2013-05-13,673000.0,http://www.redfin.com/CA/San-Francisco/400-Persia-Ave-94112/home/1646993,East Bay Regional Data (EBRD),40603474,CalNest Financial & Realty,N,Y,37.721363,-122.432808,false
Past Sale,Single Family Residential,66 Camellia Ave,San Francisco,CA,94112,,,1.0,94112,1190,,1928,,,,,,,,,,2013-08-15,680000.0,http://www.redfin.com/CA/San-Francisco/66-Camellia-Ave-94112/home/1956559,,,,N,Y,37.729805,-122.43198,
Past Sale,Single Family Residential,1246 Alemany Blvd,San Francisco,CA,94112,549000,3,1.0,Mission Terrace,1370,,1931,1,Garage,,Sold,,,,,549000,2013-01-11,605000.0,http://www.redfin.com/CA/San-Francisco/1246-Alemany-Blvd-94112/home/820121,San Francisco Association of Realtors (SFARMLS),401318,,N,Y,37.730593,-122.432084,false
Past Sale,Single Family Residential,228 Prague St,San Francisco,CA,94112,499000,3,1.0,Excelsior,1048,2495,1959,1,Garage,,Sold,,,,,499000,2014-03-27,555000.0,http://www.redfin.com/CA/San-Francisco/228-Prague-St-94112/home/1801977,San Francisco Association of Realtors (SFARMLS),417671,Coldwell Banker,N,Y,37.718542,-122.427836,false
Past Sale,Single Family Residential,130 Marsilly St,San Francisco,CA,94112,749000,2,2.0,Bernal Heights,1619,,1926,2,,,Sold,,,,2012-10-26,798000,2012-11-27,760000.0,http://www.redfin.com/CA/San-Francisco/130-Marsilly-St-94112/home/811885,San Francisco Association of Realtors (SFARMLS),402323,"Trinity Realty, Inc.",N,Y,37.733074,-122.427893,false
Past Sale,Single Family Residential,186 Prague St,San Francisco,CA,94112,675000,2,2.0,Excelsior,1125,1873,1930,1,Garage,,Sold,,,,,675000,2014-08-12,785000.0,http://www.redfin.com/CA/San-Francisco/186-Prague-St-94112/home/780368,San Francisco Association of Realtors (SFARMLS),421938,Coldwell Banker Res. R.E. Svcs,N,Y,37.719261,-122.427242,false
Past Sale,Single Family Residential,554 Vienna St,San Francisco,CA,94112,,,2.0,94112,1532,,1928,,,,,,,,,,2013-09-25,555000.0,http://www.redfin.com/CA/San-Francisco/554-Vienna-St-94112/home/779389,,,,N,Y,37.719729,-122.431312,
Past Sale,Single Family Residential,38 Glen Ct,San Francisco,CA,94112,,3,4.0,94112,2150,,2001,,,,,,,,,,2013-07-05,999500.0,http://www.redfin.com/CA/San-Francisco/38-Glen-Ct-94112/home/1729641,,,,N,Y,37.733855,-122.430026,
Past Sale,Single Family Residential,68 Glen Ct,San Francisco,CA,94112,879000,3,3.5,Bernal Heights,2150,,2004,1,Garage,,Sold,,,,,879000,2013-03-15,915000.0,http://www.redfin.com/CA/San-Francisco/68-Glen-Ct-94112/home/1160758,San Francisco Association of Realtors (SFARMLS),403341,Pacific Union International,N,Y,37.733816,-122.430159,false
Past Sale,Single Family Residential,255 Ney St,San Francisco,CA,94112,400000,2,1.0,Excelsior,800,,1908,0,,,Sold,,,,,400000,2013-06-21,355000.0,http://www.redfin.com/CA/San-Francisco/255-Ney-St-94112/home/1821698,San Francisco Association of Realtors (SFARMLS),407676,Opulent Realty & Financial,N,Y,37.730419,-122.424848,false
Past Sale,Single Family Residential,107 Athens,San Francisco,CA,94112,499000,2,1.0,Excelsior,750,,1950,1,Garage,,Sold,,,,,499000,2013-07-22,565000.0,http://www.redfin.com/CA/San-Francisco/Undisclosed-address-94112/home/1687954,San Francisco Association of Realtors (SFARMLS),406680,Century 21 Baldini Realty,N,Y,37.726051,-122.424815,false
Past Sale,Single Family Residential,137 Paris St,San Francisco,CA,94112,699000,3,2.0,Excelsior,1297,2500,1908,1,Garage,,Sold,,,,,699000,2014-11-21,800000.0,http://www.redfin.com/CA/San-Francisco/137-Paris-St-94112/home/1095154,San Francisco Association of Realtors (SFARMLS),426543,,N,Y,37.726352,-122.431057,false
Past Sale,Single Family Residential,20 Agnon Ave,San Francisco,CA,94112,749000,3,2.0,Bernal Heights,1660,2134,1929,1,Garage,,Sold,,,,,749000,2014-07-29,1060000.0,http://www.redfin.com/CA/San-Francisco/20-Agnon-Ave-94112/home/1519600,San Francisco Association of Realtors (SFARMLS),422074,Climb Real Estate,N,Y,37.734892,-122.422399,false
Past Sale,Single Family Residential,520 College Ave,San Francisco,CA,94112,899000,2,2.0,Bernal Heights,1838,,1927,1,Garage,,Sold,,,,,899000,2014-01-31,1075000.0,http://www.redfin.com/CA/San-Francisco/520-College-Ave-94112/home/2037512,San Francisco Association of Realtors (SFARMLS),416411,Coldwell Banker,N,Y,37.732467,-122.423831,false
Past Sale,Single Family Residential,479-81 Vienna St,San Francisco,CA,94112,619000,3,2.0,Excelsior,2750,,1915,1,Garage,,Sold,,,,,619000,2013-01-08,725000.0,http://www.redfin.com/CA/San-Francisco/479-481-Vienna-St-94112/home/41681849,San Francisco Association of Realtors (SFARMLS),403362,Coldwell Banker Res. R.E. Svcs,N,Y,37.720692,-122.429909,false
Past Sale,Single Family Residential,259 Maynard,San Francisco,CA,94112,549000,3,1.0,Excelsior,1100,,1907,0,,,Sold,,,,,549000,2013-04-02,635000.0,http://www.redfin.com/CA/San-Francisco/259-Maynard-St-94112/home/769649,San Francisco Association of Realtors (SFARMLS),404976,,N,Y,37.729686,-122.424705,false
Past Sale,Single Family Residential,247 Ney St,San Francisco,CA,94112,,1,1.0,94112,814,,1920,,,,,,,,,,2013-02-19,190000.0,http://www.redfin.com/CA/San-Francisco/247-Ney-St-94112/home/17307009,,,,N,Y,37.73035,-122.425024,
Past Sale,Single Family Residential,5 Naples St,San Francisco,CA,94112,499000,2,1.0,Excelsior,870,,1900,1,,,Sold,,,,,499000,2013-06-28,480000.0,http://www.redfin.com/CA/San-Francisco/5-Naples-St-94112/home/1430756,San Francisco Association of Realtors (SFARMLS),403979,Coldwell Banker Res. R.E. Svcs,N,Y,37.728407,-122.425151,false
Past Sale,Single Family Residential,46 Gladstone Dr,San Francisco,CA,94112,,,1.0,94112,862,,1942,,,,,,,,,,2013-03-05,500000.0,http://www.redfin.com/CA/San-Francisco/46-Gladstone-Dr-94112/home/768671,,,,N,Y,37.730539,-122.420445,
Past Sale,Single Family Residential,70 Gladstone Dr,San Francisco,CA,94112,549000,2,1.0,Excelsior,,,1942,1,Garage,,Sold,,,,,549000,2013-10-11,610000.0,http://www.redfin.com/CA/San-Francisco/70-Gladstone-Dr-94112/home/1141149,San Francisco Association of Realtors (SFARMLS),412295,Hill & Co.,N,Y,37.730061,-122.42052,false
Past Sale,Single Family Residential,181 Gladstone Dr,San Francisco,CA,94112,,2,1.0,94112,707,,1942,,,,,,,,,,2013-04-12,375000.0,http://www.redfin.com/CA/San-Francisco/181-Gladstone-Dr-94112/home/771492,,,,N,Y,37.729173,-122.42323,
Past Sale,Single Family Residential,63 La Grande Ave,San Francisco,CA,94112,699000,4,2.0,Excelsior,1685,,1976,2,Garage,,Sold,,,,,699000,2013-03-04,831000.0,http://www.redfin.com/CA/San-Francisco/63-La-Grande-Ave-94112/home/1256691,San Francisco Association of Realtors (SFARMLS),404911,Paragon Real Estate Group,N,Y,37.724205,-122.42368,false
Past Sale,Single Family Residential,207 San Juan Ave,San Francisco,CA,94112,759000,3,2.0,Mission Terrace,,,1933,2,Garage,,Sold,,,,,749000,2013-03-21,950000.0,http://www.redfin.com/CA/San-Francisco/207-San-Juan-Ave-94112/home/1352022,San Francisco Association of Realtors (SFARMLS),405385,Zephyr Real Estate,N,Y,37.725001,-122.438249,false
Past Sale,Single Family Residential,117 Capistrano,San Francisco,CA,94112,499000,2,1.0,Mission Terrace,1225,,1926,2,Garage,,Sold,,,,,499000,2012-11-01,612000.0,http://www.redfin.com/CA/San-Francisco/117-Capistrano-Ave-94112/home/1994285,San Francisco Association of Realtors (SFARMLS),398776,Attorney's Diversified,N,Y,37.728747,-122.436796,true
Past Sale,Single Family Residential,752 Cayuga Ave,San Francisco,CA,94112,599000,1,1.0,Mission Terrace,748,,1928,1,Garage,,Sold,,,,2013-10-23,625000,2013-12-03,626000.0,http://www.redfin.com/CA/San-Francisco/Undisclosed-address-94112/home/694117,San Francisco Association of Realtors (SFARMLS),414010,Century 21 Baldini Realty,N,Y,37.7261,-122.437698,false
Past Sale,Single Family Residential,156 San Juan Ave,San Francisco,CA,94112,749000,3,2.0,Mission Terrace,,,1928,1,,,Sold,,,,,749000,2014-03-26,999065.0,http://www.redfin.com/CA/San-Francisco/156-San-Juan-Ave-94112/home/1878652,San Francisco Association of Realtors (SFARMLS),417569,Park North Real Estate,N,Y,37.725232,-122.437697,false
Past Sale,Single Family Residential,825 Cayuga Ave,San Francisco,CA,94112,,2,1.0,94112,1390,,1937,,,,,,,,,,2013-07-09,567000.0,http://www.redfin.com/CA/San-Francisco/825-Cayuga-Ave-94112/home/1542240,,,,N,Y,37.724626,-122.437875,
Past Sale,Single Family Residential,8 Rousseau St,San Francisco,CA,94112,1219000,4,3.5,Bernal Heights,3200,2500,2013,2,Garage,,Sold,,,,,1219000,2014-03-04,1200000.0,http://www.redfin.com/CA/San-Francisco/8-Rousseau-St-94112/home/52776556,San Francisco Association of Realtors (SFARMLS),415085,,N,Y,37.733506,-122.430489,false
Past Sale,Single Family Residential,731 Brazil Ave,San Francisco,CA,94112,569000,2,1.0,Excelsior,1199,,1927,2,Garage,,Sold,,,,,569000,2013-10-31,648000.0,http://www.redfin.com/CA/San-Francisco/731-Brazil-Ave-94112/home/1906591,San Francisco Association of Realtors (SFARMLS),411281,"Beacon Real Estate, Inc.",N,Y,37.721971,-122.428573,false
Past Sale,Single Family Residential,435 Athens St,San Francisco,CA,94112,451100,4,1.0,Excelsior,1100,,1920,1,,,Sold,,,,,451100,2013-01-18,425000.0,http://www.redfin.com/CA/San-Francisco/435-Athens-St-94112/home/1016684,San Francisco Association of Realtors (SFARMLS),400807,,N,Y,37.720953,-122.428604,true
Past Sale,Single Family Residential,250 Maynard St,San Francisco,CA,94112,499000,2,2.0,Excelsior,,2748,1939,1,,,Sold,,,,,499000,2014-04-25,615000.0,http://www.redfin.com/CA/San-Francisco/250-Maynard-St-94112/home/770177,San Francisco Association of Realtors (SFARMLS),417637,Coldwell Banker Res. R.E. Svcs,N,Y,37.729239,-122.424839,false
